"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"04.06.2019 12:45 - 04.06.2019 13:00","63656","68815"
"04.06.2019 13:00 - 04.06.2019 13:15","63337","68708"
"04.06.2019 13:15 - 04.06.2019 13:30","63420","68445"
"04.06.2019 13:30 - 04.06.2019 13:45","62930","68370"
"04.06.2019 13:45 - 04.06.2019 14:00","62468","67809"
"04.06.2019 14:00 - 04.06.2019 14:15","62385","67460"
"04.06.2019 14:15 - 04.06.2019 14:30","62116","67600"
"04.06.2019 14:30 - 04.06.2019 14:45","62053","67449"
"04.06.2019 14:45 - 04.06.2019 15:00","62167","67120"
"04.06.2019 15:00 - 04.06.2019 15:15","62273","66976"
"04.06.2019 15:15 - 04.06.2019 15:30","61533","66443"
"04.06.2019 15:30 - 04.06.2019 15:45","61224","66022"
"04.06.2019 15:45 - 04.06.2019 16:00","60780","65547"
"04.06.2019 16:00 - 04.06.2019 16:15","60494","65421"
"04.06.2019 16:15 - 04.06.2019 16:30","60309","65055"
"04.06.2019 16:30 - 04.06.2019 16:45","60300","64711"
"04.06.2019 16:45 - 04.06.2019 17:00","59411","64606"
"04.06.2019 17:00 - 04.06.2019 17:15","59271","64845"
"04.06.2019 17:15 - 04.06.2019 17:30","59390","64496"
"04.06.2019 17:30 - 04.06.2019 17:45","59389","64597"
"04.06.2019 17:45 - 04.06.2019 18:00","59298","64702"
"04.06.2019 18:00 - 04.06.2019 18:15","58965","64145"
"04.06.2019 18:15 - 04.06.2019 18:30","58864","63958"
"04.06.2019 18:30 - 04.06.2019 18:45","58751","64117"
"04.06.2019 18:45 - 04.06.2019 19:00","58751","64276"
"04.06.2019 19:00 - 04.06.2019 19:15","58368","63844"
"04.06.2019 19:15 - 04.06.2019 19:30","57857","63364"
"04.06.2019 19:30 - 04.06.2019 19:45","57547","63220"
"04.06.2019 19:45 - 04.06.2019 20:00","57208","63079"
"04.06.2019 20:00 - 04.06.2019 20:15","56442","62575"
"04.06.2019 20:15 - 04.06.2019 20:30","55973","61809"
"04.06.2019 20:30 - 04.06.2019 20:45","55183","61473"
"04.06.2019 20:45 - 04.06.2019 21:00","54532","60898"
"04.06.2019 21:00 - 04.06.2019 21:15","54034","60052"
"04.06.2019 21:15 - 04.06.2019 21:30","53718","59305"
"04.06.2019 21:30 - 04.06.2019 21:45","53090","59188"
"04.06.2019 21:45 - 04.06.2019 22:00","52814","58677"
"04.06.2019 22:00 - 04.06.2019 22:15","52654","57968"
"04.06.2019 22:15 - 04.06.2019 22:30","51866","57295"
"04.06.2019 22:30 - 04.06.2019 22:45","50648","56230"
"04.06.2019 22:45 - 04.06.2019 23:00","49546","55260"
"04.06.2019 23:00 - 04.06.2019 23:15","48352","53926"
"04.06.2019 23:15 - 04.06.2019 23:30","47536","53181"
"04.06.2019 23:30 - 04.06.2019 23:45","46569","52396"
"04.06.2019 23:45 - 05.06.2019 00:00","45773","51407"
"05.06.2019 00:00 - 05.06.2019 00:15","46009","50361"
"05.06.2019 00:15 - 05.06.2019 00:30","45758","49727"
"05.06.2019 00:30 - 05.06.2019 00:45","45248","49285"
"05.06.2019 00:45 - 05.06.2019 01:00","44759","48517"
"05.06.2019 01:00 - 05.06.2019 01:15","44181","48061"
"05.06.2019 01:15 - 05.06.2019 01:30","43921","47901"
"05.06.2019 01:30 - 05.06.2019 01:45","43537","47349"
"05.06.2019 01:45 - 05.06.2019 02:00","43191","47180"
"05.06.2019 02:00 - 05.06.2019 02:15","42754","46382"
"05.06.2019 02:15 - 05.06.2019 02:30","42681","46356"
"05.06.2019 02:30 - 05.06.2019 02:45","42666","46145"
"05.06.2019 02:45 - 05.06.2019 03:00","42677","45864"
"05.06.2019 03:00 - 05.06.2019 03:15","42791","45997"
"05.06.2019 03:15 - 05.06.2019 03:30","42796","46018"
"05.06.2019 03:30 - 05.06.2019 03:45","42757","45907"
"05.06.2019 03:45 - 05.06.2019 04:00","42737","45780"
"05.06.2019 04:00 - 05.06.2019 04:15","43265","46287"
"05.06.2019 04:15 - 05.06.2019 04:30","43539","46637"
"05.06.2019 04:30 - 05.06.2019 04:45","43879","47170"
"05.06.2019 04:45 - 05.06.2019 05:00","44392","47693"
"05.06.2019 05:00 - 05.06.2019 05:15","45499","48617"
"05.06.2019 05:15 - 05.06.2019 05:30","46066","48581"
"05.06.2019 05:30 - 05.06.2019 05:45","47060","49610"
"05.06.2019 05:45 - 05.06.2019 06:00","48357","51052"
"05.06.2019 06:00 - 05.06.2019 06:15","51171","54474"
"05.06.2019 06:15 - 05.06.2019 06:30","53254","56319"
"05.06.2019 06:30 - 05.06.2019 06:45","54786","58252"
"05.06.2019 06:45 - 05.06.2019 07:00","56376","60001"
"05.06.2019 07:00 - 05.06.2019 07:15","58195","62081"
"05.06.2019 07:15 - 05.06.2019 07:30","59344","63265"
"05.06.2019 07:30 - 05.06.2019 07:45","59782","64210"
"05.06.2019 07:45 - 05.06.2019 08:00","60629","64842"
"05.06.2019 08:00 - 05.06.2019 08:15","61277","65670"
"05.06.2019 08:15 - 05.06.2019 08:30","61925","66361"
"05.06.2019 08:30 - 05.06.2019 08:45","62345","66598"
"05.06.2019 08:45 - 05.06.2019 09:00","62635","66664"
"05.06.2019 09:00 - 05.06.2019 09:15","62744","66466"
"05.06.2019 09:15 - 05.06.2019 09:30","63225","66912"
"05.06.2019 09:30 - 05.06.2019 09:45","63638","67292"
"05.06.2019 09:45 - 05.06.2019 10:00","64000","67640"
"05.06.2019 10:00 - 05.06.2019 10:15","64449","67821"
"05.06.2019 10:15 - 05.06.2019 10:30","64720","68089"
"05.06.2019 10:30 - 05.06.2019 10:45","64950","68421"
"05.06.2019 10:45 - 05.06.2019 11:00","65413","69018"
"05.06.2019 11:00 - 05.06.2019 11:15","65654","68979"
"05.06.2019 11:15 - 05.06.2019 11:30","66090","69612"
"05.06.2019 11:30 - 05.06.2019 11:45","66342","69796"
"05.06.2019 11:45 - 05.06.2019 12:00","66005","69704"
"05.06.2019 12:00 - 05.06.2019 12:15","65831","68733"
"05.06.2019 12:15 - 05.06.2019 12:30","65770","68750"
"05.06.2019 12:30 - 05.06.2019 12:45","65692","68870"
"05.06.2019 12:45 - 05.06.2019 13:00","65576","68969"
"05.06.2019 13:00 - 05.06.2019 13:15","65220","69086"
"05.06.2019 13:15 - 05.06.2019 13:30","65317","69017"
"05.06.2019 13:30 - 05.06.2019 13:45","64942","68528"
"05.06.2019 13:45 - 05.06.2019 14:00","64402","67818"
"05.06.2019 14:00 - 05.06.2019 14:15","64377","67625"
"05.06.2019 14:15 - 05.06.2019 14:30","64144","67410"
"05.06.2019 14:30 - 05.06.2019 14:45","63822","67116"
"05.06.2019 14:45 - 05.06.2019 15:00","63910","67008"
"05.06.2019 15:00 - 05.06.2019 15:15","64102","66754"
"05.06.2019 15:15 - 05.06.2019 15:30","63305","66422"
"05.06.2019 15:30 - 05.06.2019 15:45","62973","66172"
"05.06.2019 15:45 - 05.06.2019 16:00","62302","65747"
"05.06.2019 16:00 - 05.06.2019 16:15","62113","65605"
"05.06.2019 16:15 - 05.06.2019 16:30","62007","65514"
"05.06.2019 16:30 - 05.06.2019 16:45","62031","65149"
"05.06.2019 16:45 - 05.06.2019 17:00","61251","64900"
"05.06.2019 17:00 - 05.06.2019 17:15","61171","65028"
"05.06.2019 17:15 - 05.06.2019 17:30","61028","65041"
"05.06.2019 17:30 - 05.06.2019 17:45","61130","65051"
"05.06.2019 17:45 - 05.06.2019 18:00","61047","64808"
"05.06.2019 18:00 - 05.06.2019 18:15","60481","64566"
"05.06.2019 18:15 - 05.06.2019 18:30","60323","64272"
"05.06.2019 18:30 - 05.06.2019 18:45","60419","64275"
"05.06.2019 18:45 - 05.06.2019 19:00","60381","64280"
"05.06.2019 19:00 - 05.06.2019 19:15","60199","63881"
"05.06.2019 19:15 - 05.06.2019 19:30","59724","63411"
"05.06.2019 19:30 - 05.06.2019 19:45","59428","63244"
"05.06.2019 19:45 - 05.06.2019 20:00","59033","63193"
"05.06.2019 20:00 - 05.06.2019 20:15","58399","62156"
"05.06.2019 20:15 - 05.06.2019 20:30","57602","61260"
"05.06.2019 20:30 - 05.06.2019 20:45","56743","60289"
"05.06.2019 20:45 - 05.06.2019 21:00","56054","59861"
"05.06.2019 21:00 - 05.06.2019 21:15","55255","58737"
"05.06.2019 21:15 - 05.06.2019 21:30","54821","58200"
"05.06.2019 21:30 - 05.06.2019 21:45","54264","57885"
"05.06.2019 21:45 - 05.06.2019 22:00","53806","57796"
"05.06.2019 22:00 - 05.06.2019 22:15","53601","56810"
"05.06.2019 22:15 - 05.06.2019 22:30","52774","56322"
"05.06.2019 22:30 - 05.06.2019 22:45","51770","55412"
"05.06.2019 22:45 - 05.06.2019 23:00","50622","54709"
"05.06.2019 23:00 - 05.06.2019 23:15","49300","53187"
"05.06.2019 23:15 - 05.06.2019 23:30","48473","52049"
"05.06.2019 23:30 - 05.06.2019 23:45","47632","50977"
"05.06.2019 23:45 - 06.06.2019 00:00","46959","49950"
"06.06.2019 00:00 - 06.06.2019 00:15","47361","49901"
"06.06.2019 00:15 - 06.06.2019 00:30","47178","49363"
"06.06.2019 00:30 - 06.06.2019 00:45","46574","48905"
"06.06.2019 00:45 - 06.06.2019 01:00","46295","48735"
"06.06.2019 01:00 - 06.06.2019 01:15","45616","48387"
"06.06.2019 01:15 - 06.06.2019 01:30","45299","47923"
"06.06.2019 01:30 - 06.06.2019 01:45","45071","47607"
"06.06.2019 01:45 - 06.06.2019 02:00","44639","47012"
"06.06.2019 02:00 - 06.06.2019 02:15","44218","46407"
"06.06.2019 02:15 - 06.06.2019 02:30","44158","46571"
"06.06.2019 02:30 - 06.06.2019 02:45","44064","46918"
"06.06.2019 02:45 - 06.06.2019 03:00","44030","46900"
"06.06.2019 03:00 - 06.06.2019 03:15","44359","47301"
"06.06.2019 03:15 - 06.06.2019 03:30","44419","47114"
"06.06.2019 03:30 - 06.06.2019 03:45","44249","47049"
"06.06.2019 03:45 - 06.06.2019 04:00","44240","46970"
"06.06.2019 04:00 - 06.06.2019 04:15","44745","47222"
"06.06.2019 04:15 - 06.06.2019 04:30","45110","47190"
"06.06.2019 04:30 - 06.06.2019 04:45","45358","47399"
"06.06.2019 04:45 - 06.06.2019 05:00","45833","47959"
"06.06.2019 05:00 - 06.06.2019 05:15","46954","49379"
"06.06.2019 05:15 - 06.06.2019 05:30","47279","49881"
"06.06.2019 05:30 - 06.06.2019 05:45","48206","50554"
"06.06.2019 05:45 - 06.06.2019 06:00","49291","51500"
"06.06.2019 06:00 - 06.06.2019 06:15","51987","54582"
"06.06.2019 06:15 - 06.06.2019 06:30","53789","56555"
"06.06.2019 06:30 - 06.06.2019 06:45","55648","57735"
"06.06.2019 06:45 - 06.06.2019 07:00","56706","59222"
"06.06.2019 07:00 - 06.06.2019 07:15","58233","61282"
"06.06.2019 07:15 - 06.06.2019 07:30","59371","62439"
"06.06.2019 07:30 - 06.06.2019 07:45","61710","63795"
"06.06.2019 07:45 - 06.06.2019 08:00","62567","65146"
"06.06.2019 08:00 - 06.06.2019 08:15","63159","65928"
"06.06.2019 08:15 - 06.06.2019 08:30","63741","66151"
"06.06.2019 08:30 - 06.06.2019 08:45","64141","66372"
"06.06.2019 08:45 - 06.06.2019 09:00","64606","66684"
"06.06.2019 09:00 - 06.06.2019 09:15","64306","66474"
"06.06.2019 09:15 - 06.06.2019 09:30","64736","66750"
"06.06.2019 09:30 - 06.06.2019 09:45","65313","67254"
"06.06.2019 09:45 - 06.06.2019 10:00","65609","67707"
"06.06.2019 10:00 - 06.06.2019 10:15","65943","67911"
"06.06.2019 10:15 - 06.06.2019 10:30","66603","68303"
"06.06.2019 10:30 - 06.06.2019 10:45","66661","68679"
"06.06.2019 10:45 - 06.06.2019 11:00","66961","69196"
"06.06.2019 11:00 - 06.06.2019 11:15","67299","69351"
"06.06.2019 11:15 - 06.06.2019 11:30","67438","69369"
"06.06.2019 11:30 - 06.06.2019 11:45","67813","69685"
"06.06.2019 11:45 - 06.06.2019 12:00","67527","69954"
"06.06.2019 12:00 - 06.06.2019 12:15","67762","69182"
"06.06.2019 12:15 - 06.06.2019 12:30","67302","69063"
"06.06.2019 12:30 - 06.06.2019 12:45","66831","68918"
"06.06.2019 12:45 - 06.06.2019 13:00","67105","68951"
"06.06.2019 13:00 - 06.06.2019 13:15","66588","68869"
"06.06.2019 13:15 - 06.06.2019 13:30","66474","68489"
"06.06.2019 13:30 - 06.06.2019 13:45","66024","68056"
"06.06.2019 13:45 - 06.06.2019 14:00","65637","67371"
"06.06.2019 14:00 - 06.06.2019 14:15","65443","66668"
"06.06.2019 14:15 - 06.06.2019 14:30","65325","66019"
"06.06.2019 14:30 - 06.06.2019 14:45","64988","65851"
"06.06.2019 14:45 - 06.06.2019 15:00","65290","65680"
"06.06.2019 15:00 - 06.06.2019 15:15","65664","65274"
"06.06.2019 15:15 - 06.06.2019 15:30","64640","64725"
"06.06.2019 15:30 - 06.06.2019 15:45","64405","64375"
"06.06.2019 15:45 - 06.06.2019 16:00","63787","63945"
"06.06.2019 16:00 - 06.06.2019 16:15","63503","63544"
"06.06.2019 16:15 - 06.06.2019 16:30","63300","63264"
"06.06.2019 16:30 - 06.06.2019 16:45","63166","63149"
"06.06.2019 16:45 - 06.06.2019 17:00","62688","62852"
"06.06.2019 17:00 - 06.06.2019 17:15","62638","62893"
"06.06.2019 17:15 - 06.06.2019 17:30","62435","62839"
"06.06.2019 17:30 - 06.06.2019 17:45","62443","62920"
"06.06.2019 17:45 - 06.06.2019 18:00","62277","62822"
"06.06.2019 18:00 - 06.06.2019 18:15","61844","62436"
"06.06.2019 18:15 - 06.06.2019 18:30","61757","62071"
"06.06.2019 18:30 - 06.06.2019 18:45","61633","61910"
"06.06.2019 18:45 - 06.06.2019 19:00","61507","61725"
"06.06.2019 19:00 - 06.06.2019 19:15","61231","61539"
"06.06.2019 19:15 - 06.06.2019 19:30","60755","61049"
"06.06.2019 19:30 - 06.06.2019 19:45","60368","60710"
"06.06.2019 19:45 - 06.06.2019 20:00","60149","60390"
"06.06.2019 20:00 - 06.06.2019 20:15","59197","59294"
"06.06.2019 20:15 - 06.06.2019 20:30","58538","58315"
"06.06.2019 20:30 - 06.06.2019 20:45","57725","57365"
"06.06.2019 20:45 - 06.06.2019 21:00","57021","57040"
"06.06.2019 21:00 - 06.06.2019 21:15","56489","56612"
"06.06.2019 21:15 - 06.06.2019 21:30","56002","56141"
"06.06.2019 21:30 - 06.06.2019 21:45","55439","55677"
"06.06.2019 21:45 - 06.06.2019 22:00","55176","55174"
"06.06.2019 22:00 - 06.06.2019 22:15","54998","54801"
"06.06.2019 22:15 - 06.06.2019 22:30","54013","53936"
"06.06.2019 22:30 - 06.06.2019 22:45","52841","52932"
"06.06.2019 22:45 - 06.06.2019 23:00","51763","52148"
"06.06.2019 23:00 - 06.06.2019 23:15","50295","50786"
"06.06.2019 23:15 - 06.06.2019 23:30","49467","49952"
"06.06.2019 23:30 - 06.06.2019 23:45","48726","48995"
"06.06.2019 23:45 - 07.06.2019 00:00","47860","48067"
"07.06.2019 00:00 - 07.06.2019 00:15","46834","47553"
"07.06.2019 00:15 - 07.06.2019 00:30","46371","46847"
"07.06.2019 00:30 - 07.06.2019 00:45","45718","46352"
"07.06.2019 00:45 - 07.06.2019 01:00","45419","45844"
"07.06.2019 01:00 - 07.06.2019 01:15","44689","45444"
"07.06.2019 01:15 - 07.06.2019 01:30","44388","45127"
"07.06.2019 01:30 - 07.06.2019 01:45","44089","44661"
"07.06.2019 01:45 - 07.06.2019 02:00","43665","44370"
"07.06.2019 02:00 - 07.06.2019 02:15","43359","43888"
"07.06.2019 02:15 - 07.06.2019 02:30","43234","43810"
"07.06.2019 02:30 - 07.06.2019 02:45","43081","43708"
"07.06.2019 02:45 - 07.06.2019 03:00","42981","43861"
"07.06.2019 03:00 - 07.06.2019 03:15","43202","44054"
"07.06.2019 03:15 - 07.06.2019 03:30","43206","44160"
"07.06.2019 03:30 - 07.06.2019 03:45","43108","44121"
"07.06.2019 03:45 - 07.06.2019 04:00","43090","44249"
"07.06.2019 04:00 - 07.06.2019 04:15","43591","44669"
"07.06.2019 04:15 - 07.06.2019 04:30","43846","45147"
"07.06.2019 04:30 - 07.06.2019 04:45","44165","45282"
"07.06.2019 04:45 - 07.06.2019 05:00","44466","45649"
"07.06.2019 05:00 - 07.06.2019 05:15","45579","46435"
"07.06.2019 05:15 - 07.06.2019 05:30","45807","47260"
"07.06.2019 05:30 - 07.06.2019 05:45","46770","48267"
"07.06.2019 05:45 - 07.06.2019 06:00","47834","49435"
"07.06.2019 06:00 - 07.06.2019 06:15","50185","52004"
"07.06.2019 06:15 - 07.06.2019 06:30","52009","53840"
"07.06.2019 06:30 - 07.06.2019 06:45","53747","55554"
"07.06.2019 06:45 - 07.06.2019 07:00","54814","57041"
"07.06.2019 07:00 - 07.06.2019 07:15","56452","58716"
"07.06.2019 07:15 - 07.06.2019 07:30","57743","59840"
"07.06.2019 07:30 - 07.06.2019 07:45","58820","60752"
"07.06.2019 07:45 - 07.06.2019 08:00","59736","61738"
"07.06.2019 08:00 - 07.06.2019 08:15","60621","62872"
"07.06.2019 08:15 - 07.06.2019 08:30","61355","63314"
"07.06.2019 08:30 - 07.06.2019 08:45","61928","63828"
"07.06.2019 08:45 - 07.06.2019 09:00","62298","63913"
"07.06.2019 09:00 - 07.06.2019 09:15","62278","63759"
"07.06.2019 09:15 - 07.06.2019 09:30","62732","64047"
"07.06.2019 09:30 - 07.06.2019 09:45","63282","64452"
"07.06.2019 09:45 - 07.06.2019 10:00","63644","64909"
"07.06.2019 10:00 - 07.06.2019 10:15","63949","64945"
"07.06.2019 10:15 - 07.06.2019 10:30","64594","65283"
"07.06.2019 10:30 - 07.06.2019 10:45","64692","65911"
"07.06.2019 10:45 - 07.06.2019 11:00","65045","66130"
"07.06.2019 11:00 - 07.06.2019 11:15","65442","66202"
"07.06.2019 11:15 - 07.06.2019 11:30","65714","66482"
"07.06.2019 11:30 - 07.06.2019 11:45","66097","66846"
"07.06.2019 11:45 - 07.06.2019 12:00","65755","66813"
"07.06.2019 12:00 - 07.06.2019 12:15","65892","66391"
"07.06.2019 12:15 - 07.06.2019 12:30","65554","66256"
"07.06.2019 12:30 - 07.06.2019 12:45","65134","66253"
"07.06.2019 12:45 - 07.06.2019 13:00","65316","66127"
"07.06.2019 13:00 - 07.06.2019 13:15","64674","65609"
"07.06.2019 13:15 - 07.06.2019 13:30","64440","65645"
"07.06.2019 13:30 - 07.06.2019 13:45","63959","65310"
"07.06.2019 13:45 - 07.06.2019 14:00","63383","64826"
"07.06.2019 14:00 - 07.06.2019 14:15","63194","64512"
"07.06.2019 14:15 - 07.06.2019 14:30","62934","63976"
"07.06.2019 14:30 - 07.06.2019 14:45","62612","63703"
"07.06.2019 14:45 - 07.06.2019 15:00","63017","63403"
"07.06.2019 15:00 - 07.06.2019 15:15","63322","63585"
"07.06.2019 15:15 - 07.06.2019 15:30","62264","63092"
"07.06.2019 15:30 - 07.06.2019 15:45","62134","62931"
"07.06.2019 15:45 - 07.06.2019 16:00","61550","62533"
"07.06.2019 16:00 - 07.06.2019 16:15","61382","62407"
"07.06.2019 16:15 - 07.06.2019 16:30","61278","61978"
"07.06.2019 16:30 - 07.06.2019 16:45","61257","61628"
"07.06.2019 16:45 - 07.06.2019 17:00","60667","61470"
"07.06.2019 17:00 - 07.06.2019 17:15","60601","61739"
"07.06.2019 17:15 - 07.06.2019 17:30","60310","61647"
"07.06.2019 17:30 - 07.06.2019 17:45","60219","61134"
"07.06.2019 17:45 - 07.06.2019 18:00","60016","60966"
"07.06.2019 18:00 - 07.06.2019 18:15","59558","60462"
"07.06.2019 18:15 - 07.06.2019 18:30","59582","60278"
"07.06.2019 18:30 - 07.06.2019 18:45","59436","60008"
"07.06.2019 18:45 - 07.06.2019 19:00","59264","59849"
"07.06.2019 19:00 - 07.06.2019 19:15","59094","59481"
"07.06.2019 19:15 - 07.06.2019 19:30","58579","58765"
"07.06.2019 19:30 - 07.06.2019 19:45","58077","58910"
"07.06.2019 19:45 - 07.06.2019 20:00","57597","59130"
"07.06.2019 20:00 - 07.06.2019 20:15","56867","58245"
"07.06.2019 20:15 - 07.06.2019 20:30","56256","57304"
"07.06.2019 20:30 - 07.06.2019 20:45","55094","56917"
"07.06.2019 20:45 - 07.06.2019 21:00","54599","56022"
"07.06.2019 21:00 - 07.06.2019 21:15","54080","55213"
"07.06.2019 21:15 - 07.06.2019 21:30","53537","54122"
"07.06.2019 21:30 - 07.06.2019 21:45","53229","53883"
"07.06.2019 21:45 - 07.06.2019 22:00","52866","53927"
"07.06.2019 22:00 - 07.06.2019 22:15","52733","53349"
"07.06.2019 22:15 - 07.06.2019 22:30","51822","52466"
"07.06.2019 22:30 - 07.06.2019 22:45","50822","51209"
"07.06.2019 22:45 - 07.06.2019 23:00","49809","50321"
"07.06.2019 23:00 - 07.06.2019 23:15","48588","49165"
"07.06.2019 23:15 - 07.06.2019 23:30","47741","48149"
"07.06.2019 23:30 - 07.06.2019 23:45","47053","47910"
"07.06.2019 23:45 - 08.06.2019 00:00","46095","47317"
"08.06.2019 00:00 - 08.06.2019 00:15","43565","45995"
"08.06.2019 00:15 - 08.06.2019 00:30","42734","45051"
"08.06.2019 00:30 - 08.06.2019 00:45","42029","44769"
"08.06.2019 00:45 - 08.06.2019 01:00","41669","44569"
"08.06.2019 01:00 - 08.06.2019 01:15","41078","43927"
"08.06.2019 01:15 - 08.06.2019 01:30","40595","43611"
"08.06.2019 01:30 - 08.06.2019 01:45","40160","43334"
"08.06.2019 01:45 - 08.06.2019 02:00","39830","43085"
"08.06.2019 02:00 - 08.06.2019 02:15","39455","42906"
"08.06.2019 02:15 - 08.06.2019 02:30","39107","42530"
"08.06.2019 02:30 - 08.06.2019 02:45","38898","42392"
"08.06.2019 02:45 - 08.06.2019 03:00","38862","42337"
"08.06.2019 03:00 - 08.06.2019 03:15","38805","42156"
"08.06.2019 03:15 - 08.06.2019 03:30","38693","41961"
"08.06.2019 03:30 - 08.06.2019 03:45","38605","41691"
"08.06.2019 03:45 - 08.06.2019 04:00","38506","41888"
"08.06.2019 04:00 - 08.06.2019 04:15","38722","42116"
"08.06.2019 04:15 - 08.06.2019 04:30","38704","41799"
"08.06.2019 04:30 - 08.06.2019 04:45","38712","41802"
"08.06.2019 04:45 - 08.06.2019 05:00","38714","41573"
"08.06.2019 05:00 - 08.06.2019 05:15","38955","41607"
"08.06.2019 05:15 - 08.06.2019 05:30","38661","41836"
"08.06.2019 05:30 - 08.06.2019 05:45","38680","41952"
"08.06.2019 05:45 - 08.06.2019 06:00","38826","42167"
"08.06.2019 06:00 - 08.06.2019 06:15","39308","42823"
"08.06.2019 06:15 - 08.06.2019 06:30","39847","43413"
"08.06.2019 06:30 - 08.06.2019 06:45","40430","44102"
"08.06.2019 06:45 - 08.06.2019 07:00","41244","44755"
"08.06.2019 07:00 - 08.06.2019 07:15","42182","45917"
"08.06.2019 07:15 - 08.06.2019 07:30","42787","46537"
"08.06.2019 07:30 - 08.06.2019 07:45","44276","47478"
"08.06.2019 07:45 - 08.06.2019 08:00","45614","48544"
"08.06.2019 08:00 - 08.06.2019 08:15","46775","49489"
"08.06.2019 08:15 - 08.06.2019 08:30","47696","50205"
"08.06.2019 08:30 - 08.06.2019 08:45","48715","51060"
"08.06.2019 08:45 - 08.06.2019 09:00","49400","51859"
"08.06.2019 09:00 - 08.06.2019 09:15","50408","52939"
"08.06.2019 09:15 - 08.06.2019 09:30","51283","53195"
"08.06.2019 09:30 - 08.06.2019 09:45","51841","53993"
"08.06.2019 09:45 - 08.06.2019 10:00","52372","54658"
"08.06.2019 10:00 - 08.06.2019 10:15","52963","54686"
"08.06.2019 10:15 - 08.06.2019 10:30","53240","55071"
"08.06.2019 10:30 - 08.06.2019 10:45","53765","55619"
"08.06.2019 10:45 - 08.06.2019 11:00","53940","55649"
"08.06.2019 11:00 - 08.06.2019 11:15","54400","56500"
"08.06.2019 11:15 - 08.06.2019 11:30","55032","56404"
"08.06.2019 11:30 - 08.06.2019 11:45","55232","56375"
"08.06.2019 11:45 - 08.06.2019 12:00","55199","55992"
"08.06.2019 12:00 - 08.06.2019 12:15","54505","55645"
"08.06.2019 12:15 - 08.06.2019 12:30","54442","55069"
"08.06.2019 12:30 - 08.06.2019 12:45","53705","54700"
"08.06.2019 12:45 - 08.06.2019 13:00","53569","53610"
"08.06.2019 13:00 - 08.06.2019 13:15","52822","53351"
"08.06.2019 13:15 - 08.06.2019 13:30","52816","53109"
"08.06.2019 13:30 - 08.06.2019 13:45","52193","52918"
"08.06.2019 13:45 - 08.06.2019 14:00","51698","52592"
"08.06.2019 14:00 - 08.06.2019 14:15","51367","51547"
"08.06.2019 14:15 - 08.06.2019 14:30","50968","51253"
"08.06.2019 14:30 - 08.06.2019 14:45","50876","50880"
"08.06.2019 14:45 - 08.06.2019 15:00","51068","50452"
"08.06.2019 15:00 - 08.06.2019 15:15","51324","50465"
"08.06.2019 15:15 - 08.06.2019 15:30","50446","49919"
"08.06.2019 15:30 - 08.06.2019 15:45","50427","49840"
"08.06.2019 15:45 - 08.06.2019 16:00","50195","49544"
"08.06.2019 16:00 - 08.06.2019 16:15","50205","50019"
"08.06.2019 16:15 - 08.06.2019 16:30","50480","49855"
"08.06.2019 16:30 - 08.06.2019 16:45","50854","50055"
"08.06.2019 16:45 - 08.06.2019 17:00","49885","50211"
"08.06.2019 17:00 - 08.06.2019 17:15","50318","50920"
"08.06.2019 17:15 - 08.06.2019 17:30","50260","50981"
"08.06.2019 17:30 - 08.06.2019 17:45","50707","50886"
"08.06.2019 17:45 - 08.06.2019 18:00","50448","50624"
"08.06.2019 18:00 - 08.06.2019 18:15","50669","50633"
"08.06.2019 18:15 - 08.06.2019 18:30","50749","50209"
"08.06.2019 18:30 - 08.06.2019 18:45","50546","49912"
"08.06.2019 18:45 - 08.06.2019 19:00","50433","49374"
"08.06.2019 19:00 - 08.06.2019 19:15","50458","49853"
"08.06.2019 19:15 - 08.06.2019 19:30","50212","49434"
"08.06.2019 19:30 - 08.06.2019 19:45","49765","48720"
"08.06.2019 19:45 - 08.06.2019 20:00","49154","48285"
"08.06.2019 20:00 - 08.06.2019 20:15","49127","47902"
"08.06.2019 20:15 - 08.06.2019 20:30","48520","47325"
"08.06.2019 20:30 - 08.06.2019 20:45","47764","46619"
"08.06.2019 20:45 - 08.06.2019 21:00","47592","46025"
"08.06.2019 21:00 - 08.06.2019 21:15","46706","45786"
"08.06.2019 21:15 - 08.06.2019 21:30","46561","45499"
"08.06.2019 21:30 - 08.06.2019 21:45","46984","45556"
"08.06.2019 21:45 - 08.06.2019 22:00","46683","45625"
"08.06.2019 22:00 - 08.06.2019 22:15","46971","45753"
"08.06.2019 22:15 - 08.06.2019 22:30","46308","45411"
"08.06.2019 22:30 - 08.06.2019 22:45","45670","44575"
"08.06.2019 22:45 - 08.06.2019 23:00","44812","44068"
"08.06.2019 23:00 - 08.06.2019 23:15","43646","43016"
"08.06.2019 23:15 - 08.06.2019 23:30","42924","42506"
"08.06.2019 23:30 - 08.06.2019 23:45","42275","42037"
"08.06.2019 23:45 - 09.06.2019 00:00","41197","41519"
"09.06.2019 00:00 - 09.06.2019 00:15","38083","40621"
"09.06.2019 00:15 - 09.06.2019 00:30","37457","40141"
"09.06.2019 00:30 - 09.06.2019 00:45","36929","39573"
"09.06.2019 00:45 - 09.06.2019 01:00","36364","38785"
"09.06.2019 01:00 - 09.06.2019 01:15","35818","38368"
"09.06.2019 01:15 - 09.06.2019 01:30","35495","37962"
